"No.","Ticker","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Volatility (Week)","Volatility (Month)","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume"
7536,"UEC",32.00%,80.82%,136.77%,90.61%,473.73%,200.00%,9.57%,9.20%,1.50,7590.73,0.49,5.30,0.38%,185650
7537,"CMI",-2.51%,1.62%,-2.32%,-8.33%,3.16%,4.01%,1.96%,2.00%,2.30,940.28,0.00,237.10,0.38%,81
7538,"COW",1.40%,-1.10%,-2.10%,-4.76%,7.84%,5.34%,0.84%,1.10%,,14.32,0.15,36.98,0.38%,106
7539,"NVEE",4.20%,10.43%,5.57%,35.04%,79.60%,39.36%,3.11%,2.47%,1.90,49.65,0.00,110.21,0.38%,2
7540,"AMGN",-1.19%,2.42%,-7.20%,-15.60%,-9.91%,-7.92%,2.62%,2.06%,2.50,2547.96,0.11,212.52,0.38%,13590
7541,"SPDN",-1.30%,-7.11%,-5.83%,-14.46%,-26.46%,-21.99%,0.64%,0.66%,,368.46,0.27,14.43,0.38%,5000
7542,"HUGS",5.78%,6.86%,7.80%,5.99%,,4.89%,1.98%,0.80%,,277.48,4.44,10.48,0.38%,61581
7543,"ARBE",31.50%,51.97%,29.40%,29.40%,,27.61%,19.00%,10.77%,,143.95,0.80,12.99,0.39%,5757
7544,"FGD",0.33%,2.30%,-1.79%,-2.75%,29.32%,17.70%,0.60%,0.56%,,77.62,0.05,25.90,0.39%,200
7545,"PTN",-1.56%,0.00%,-15.53%,-17.30%,2.83%,-39.26%,4.21%,4.42%,1.30,899.74,0.17,0.41,0.39%,7465
7546,"EVRG",0.33%,3.49%,-5.08%,4.24%,10.57%,15.51%,2.05%,1.50%,1.70,1240.41,0.01,64.37,0.39%,452
7547,"PBCT",0.45%,0.90%,7.12%,-2.08%,40.17%,38.44%,2.88%,2.61%,3.00,3983.02,0.02,17.97,0.39%,3780
7548,"RFIL",-0.78%,-0.31%,-10.19%,23.51%,72.36%,56.21%,2.32%,2.60%,2.00,19.26,0.03,7.70,0.39%,33
7549,"DB",-2.82%,-3.04%,-1.47%,-7.74%,20.15%,17.06%,2.04%,1.80%,,3486.32,0.06,12.81,0.39%,9976
7550,"MLSS",26.50%,12.44%,43.75%,10.00%,67.55%,19.34%,10.37%,7.07%,2.50,206.85,0.01,2.54,0.40%,90
7551,"NRO",0.20%,3.70%,-2.13%,10.99%,27.85%,14.51%,1.17%,0.93%,,101.87,0.00,5.07,0.40%,1
7552,"SCO",-2.64%,-5.71%,-31.31%,-43.37%,-80.32%,-73.05%,4.83%,3.49%,,1600.35,2.95,12.60,0.40%,236273
7553,"MNMD",-9.42%,13.12%,-17.22%,-14.38%,162.08%,-18.03%,8.11%,6.48%,1.50,3402.72,0.27,2.51,0.40%,46721
7554,"RYB",-1.19%,-11.39%,-22.67%,-9.78%,-9.12%,5.06%,4.19%,4.93%,4.00,30.98,0.09,2.50,0.40%,147
7555,"PPGH",-0.30%,0.51%,1.96%,1.64%,,-0.50%,0.41%,0.33%,,302.13,0.06,9.94,0.40%,860
7556,"PM",-0.37%,-1.52%,-6.10%,-2.63%,30.77%,13.14%,1.59%,1.55%,2.10,3838.90,0.00,94.05,0.41%,791
7557,"LTPZ",5.52%,7.61%,6.17%,14.18%,10.75%,5.64%,0.98%,1.00%,,120.88,0.03,94.00,0.41%,183
7558,"CEQP",-2.96%,3.73%,8.30%,0.89%,99.32%,55.32%,3.04%,2.90%,2.40,441.71,0.00,29.60,0.41%,100
7559,"ALF",4.25%,-15.78%,-39.68%,18.60%,,69.31%,9.64%,8.36%,,3120.15,0.01,4.93,0.41%,1458
7560,"RWM",-2.89%,-8.91%,-8.57%,-14.57%,-34.23%,-23.21%,1.48%,1.27%,,1160.51,0.04,19.60,0.41%,2344
7561,"RESN",6.09%,9.91%,-17.29%,-5.79%,4.72%,-7.92%,5.16%,4.69%,1.80,754.07,0.03,2.45,0.41%,1076
7562,"MMSI",4.49%,-5.31%,3.14%,14.92%,27.24%,22.36%,3.40%,2.96%,1.90,254.71,0.00,68.20,0.41%,33
7563,"HFC",0.47%,-1.39%,13.46%,-1.54%,50.53%,31.37%,4.31%,3.36%,2.90,1744.59,0.02,34.10,0.41%,1379
7564,"DBA",-0.46%,0.05%,1.26%,1.57%,29.50%,19.95%,0.90%,0.80%,,866.23,0.06,19.44,0.41%,2815
7565,"GPI",6.03%,8.36%,17.75%,29.17%,73.89%,54.42%,3.27%,3.87%,1.90,153.36,0.02,203.35,0.42%,168
7566,"BVS",2.35%,20.44%,8.31%,7.32%,,-13.79%,5.45%,4.11%,2.00,216.58,0.03,16.63,0.42%,300
7567,"HUDI",6.09%,464.33%,494.24%,470.58%,,261.71%,23.96%,36.69%,,679.87,0.27,25.90,0.43%,9042
7568,"IIPR",5.42%,21.52%,22.32%,68.68%,93.58%,53.33%,3.14%,2.84%,1.90,170.56,0.03,282.00,0.43%,228
7569,"FORD",4.04%,6.42%,-11.11%,1.75%,48.72%,27.47%,6.58%,5.12%,,79.13,0.40,2.33,0.43%,1579
7570,"BAND",0.54%,8.92%,-25.00%,-23.86%,-40.40%,-44.28%,4.86%,4.47%,1.90,387.35,0.01,86.00,0.43%,174
7571,"RCON",-2.14%,-4.58%,-31.02%,-73.62%,120.19%,55.78%,4.31%,6.08%,3.00,1500.52,0.07,2.30,0.44%,5164
7572,"HDSN",15.93%,28.66%,29.85%,112.06%,245.90%,287.16%,7.31%,5.44%,2.50,259.33,0.15,4.24,0.44%,1987
7573,"CLMT",22.16%,25.09%,110.56%,142.58%,313.41%,333.23%,11.13%,6.75%,2.80,194.74,0.06,13.62,0.44%,610
7574,"PRPO",-9.24%,-10.32%,-28.25%,-41.75%,13.57%,9.18%,6.69%,5.24%,2.00,442.25,0.05,2.27,0.44%,1184
7575,"UHS",4.47%,-1.28%,-13.43%,-16.65%,1.31%,-6.60%,2.67%,2.35%,2.70,664.69,0.00,129.00,0.44%,9
7576,"FMS",-1.06%,-3.60%,-15.84%,-14.06%,-21.50%,-18.82%,1.17%,1.18%,3.40,383.34,0.01,33.89,0.44%,208
7577,"PHGE",-4.27%,-17.65%,-43.98%,-60.63%,-63.58%,-64.89%,4.67%,6.59%,,95.63,0.00,2.25,0.45%,5
7578,"CSSE",-9.77%,-12.67%,-40.31%,-47.28%,23.84%,-10.36%,9.31%,6.16%,1.80,111.01,0.23,18.00,0.45%,1302
7579,"HSBC",-3.87%,0.80%,1.40%,-5.78%,18.06%,12.04%,1.31%,1.12%,2.00,2135.32,0.07,29.16,0.45%,7644
7580,"OCGN",-43.08%,15.99%,13.20%,3.60%,2970.57%,387.43%,19.14%,17.58%,2.60,30787.26,0.46,8.96,0.45%,708322
7581,"LOB",0.78%,40.65%,49.43%,51.89%,127.86%,96.12%,4.57%,4.19%,2.20,225.53,0.00,93.50,0.45%,2
7582,"EOSE",-4.26%,-3.76%,-26.72%,0.46%,8.27%,-47.22%,7.69%,6.98%,2.00,472.54,0.32,11.05,0.45%,7532
7583,"ATUS",6.82%,-3.20%,-40.20%,-52.22%,-40.38%,-53.68%,6.12%,4.93%,2.20,6805.96,0.02,17.62,0.46%,6999
7584,"PNC",-1.46%,2.98%,6.78%,8.73%,61.78%,38.95%,2.08%,1.90%,2.30,1666.67,0.00,208.00,0.46%,313
7585,"VMAR",-4.58%,-0.92%,-11.75%,-11.26%,,-51.97%,5.34%,5.19%,2.00,51.00,0.00,6.49,0.46%,10
7586,"HGEN",-19.38%,3.20%,-62.19%,-62.10%,-19.07%,-63.14%,9.36%,6.40%,1.90,2425.97,0.06,6.48,0.47%,7776
7587,"ZH",-1.15%,-12.00%,-15.80%,10.14%,,0.94%,5.83%,6.23%,2.00,2493.28,0.03,8.62,0.47%,3626
7588,"ARCT",-22.25%,-15.70%,-22.55%,37.73%,4.68%,-16.48%,10.56%,6.49%,2.90,613.68,0.88,36.40,0.47%,26964
7589,"ATOM",33.39%,34.97%,24.78%,111.06%,220.00%,84.96%,11.36%,7.21%,2.00,341.41,0.23,29.90,0.47%,3856
7590,"KRBN",1.55%,6.70%,12.02%,19.28%,104.11%,72.59%,1.42%,1.69%,,523.00,0.44,42.71,0.47%,11568
7591,"USA",0.95%,-7.71%,0.24%,11.99%,33.02%,23.19%,0.97%,1.81%,,1213.59,0.03,8.54,0.47%,1863
7592,"FGF",-33.02%,-10.69%,-24.64%,-35.87%,38.36%,0.00%,17.82%,11.94%,,286.79,1.61,4.24,0.47%,23061
7593,"RING",5.98%,8.32%,2.54%,-10.89%,-14.26%,-7.85%,2.54%,1.91%,,143.98,0.00,27.61,0.47%,32
7594,"ZNTL",-3.46%,1.43%,55.76%,32.58%,106.72%,50.37%,6.27%,5.32%,1.40,241.72,0.00,78.47,0.47%,50
7595,"SUN",-4.30%,0.78%,7.48%,14.92%,57.91%,38.33%,2.03%,2.06%,2.60,327.82,0.00,40.00,0.48%,16
7596,"JO",-1.74%,0.50%,8.37%,35.71%,74.83%,50.95%,2.50%,2.30%,,81.80,0.04,56.74,0.48%,144
7597,"DBB",-1.23%,-5.26%,1.31%,-0.10%,29.47%,21.15%,1.57%,1.41%,,218.07,0.05,21.01,0.48%,529
7598,"TWNK",-1.68%,1.85%,16.45%,22.86%,38.91%,28.14%,2.06%,2.13%,2.10,1510.27,0.67,18.85,0.48%,50342
7599,"ECC",1.11%,3.70%,4.07%,18.55%,66.32%,44.40%,1.61%,0.92%,2.30,181.80,0.00,14.64,0.48%,19
7600,"NEWT",-4.79%,3.72%,9.34%,1.33%,67.61%,47.44%,4.57%,3.13%,3.20,284.67,0.01,29.17,0.48%,175
7601,"TBT",-5.37%,-12.84%,-8.00%,-23.16%,-2.36%,0.85%,2.03%,1.79%,,5417.09,0.81,16.64,0.48%,220083
7602,"ONCY",-3.72%,6.15%,-4.17%,-21.89%,-4.17%,-13.03%,4.76%,5.35%,,190.29,0.01,2.08,0.48%,121
7603,"SDOW",-2.29%,-14.79%,-9.79%,-25.99%,-55.36%,-47.24%,2.10%,2.00%,,4973.53,0.34,27.04,0.48%,85331
7604,"BKNG",7.92%,7.33%,20.36%,21.91%,25.02%,18.90%,3.56%,2.39%,2.60,287.55,0.08,2661.00,0.48%,1104
7605,"OPK",-0.72%,10.13%,10.72%,24.02%,26.49%,4.56%,5.99%,4.00%,1.40,2996.11,0.13,4.15,0.48%,18986
7606,"BUG",5.63%,13.65%,18.23%,36.98%,61.83%,23.55%,1.85%,1.61%,,471.62,0.00,35.06,0.49%,112
7607,"OLB",-28.60%,37.05%,0.00%,36.75%,69.15%,24.29%,17.92%,16.65%,1.50,4567.03,0.12,6.17,0.49%,27938
7608,"ARES",3.15%,14.35%,23.15%,71.38%,97.45%,85.91%,2.27%,2.39%,2.00,666.98,0.00,87.90,0.49%,6
7609,"EURN",-3.51%,-3.79%,23.60%,12.02%,28.45%,27.00%,3.12%,2.39%,1.70,1744.54,0.13,10.21,0.49%,11377
7610,"FTFT",-3.79%,-4.25%,-30.95%,-29.02%,3.57%,7.98%,4.83%,5.58%,,2548.14,0.15,2.04,0.49%,18542
7611,"WBX",-8.68%,60.87%,63.64%,61.03%,,57.28%,16.77%,13.96%,,921.58,0.08,16.28,0.49%,3512
7612,"SONM",-9.50%,-0.99%,-53.97%,-58.24%,-65.32%,-72.38%,6.68%,9.04%,2.30,2902.61,0.59,2.01,0.50%,86198
7613,"TTT",-7.77%,-19.00%,-12.26%,-33.09%,-5.41%,-0.30%,3.04%,2.64%,,157.42,1.21,30.20,0.50%,9544
7614,"ATHM",-5.88%,-24.73%,-9.95%,-58.49%,-63.37%,-62.05%,3.34%,3.91%,2.70,837.41,0.00,38.00,0.50%,34
7615,"TME",-1.36%,3.79%,-23.92%,-48.34%,-47.42%,-58.68%,4.96%,5.26%,2.20,16790.31,0.16,7.99,0.50%,131765
7616,"RDNT",-0.56%,17.10%,-4.71%,37.87%,72.16%,62.39%,5.45%,4.02%,1.70,264.65,0.02,31.94,0.50%,300
7617,"ULTA",6.25%,3.74%,7.71%,30.72%,59.83%,37.59%,2.81%,2.88%,2.30,740.15,0.02,397.10,0.50%,562
7618,"SQL",12.31%,12.78%,,,,-12.56%,7.50%,9.30%,,849.47,0.85,3.99,0.50%,36287
7619,"GGN",2.59%,1.54%,2.33%,1.02%,13.47%,12.82%,1.18%,1.20%,,552.86,0.17,3.98,0.51%,4670
7620,"MET",-1.13%,-3.30%,0.59%,-0.71%,40.12%,34.12%,3.34%,2.24%,2.00,4400.25,0.01,63.29,0.51%,2374
7621,"TTE",1.15%,0.93%,13.94%,9.24%,36.44%,21.86%,1.33%,1.24%,2.40,2154.17,0.13,51.33,0.51%,14509
7622,"AEZS",-2.98%,-3.93%,-17.90%,-33.62%,93.86%,37.96%,7.54%,5.20%,,2088.08,0.12,0.59,0.51%,12760
7623,"TARA",11.65%,14.96%,1.17%,-11.72%,-62.00%,-67.95%,4.65%,5.48%,1.40,340.61,0.00,7.80,0.52%,42
7624,"WDAY",0.76%,15.69%,26.84%,30.73%,31.37%,22.48%,1.64%,2.05%,1.90,1430.55,0.06,295.00,0.52%,4154
7625,"EVG",-0.81%,-1.54%,-1.58%,2.92%,9.20%,8.50%,0.65%,0.79%,,78.23,0.00,13.48,0.52%,19
7626,"PRU",-1.81%,-0.84%,1.51%,5.78%,48.62%,39.82%,3.37%,2.10%,2.70,1697.89,0.01,109.73,0.52%,928
7627,"TAST",3.79%,2.68%,-18.36%,-24.09%,-25.82%,-32.79%,3.14%,4.21%,1.70,419.44,0.47,3.85,0.52%,9836
7628,"ETD",2.18%,2.94%,-3.28%,-9.25%,58.84%,29.76%,2.87%,3.10%,2.30,275.20,0.00,25.01,0.52%,1
7629,"TMQ",2.69%,1.06%,-5.91%,-25.97%,15.76%,-4.50%,4.22%,5.23%,2.00,176.52,0.00,1.92,0.52%,2
7630,"STOR",-0.90%,4.14%,-4.79%,4.84%,14.91%,0.68%,2.28%,1.81%,2.40,1146.76,0.04,34.39,0.53%,2574
7631,"AEI",-6.86%,-2.06%,3.26%,-52.74%,,-68.23%,5.65%,7.01%,2.50,5537.29,0.03,1.91,0.53%,9460
7632,"DOOR",-2.44%,9.31%,-2.68%,2.10%,52.24%,21.38%,2.69%,2.47%,1.40,127.48,0.00,120.00,0.53%,6
7633,"PT",-2.21%,-12.64%,1.80%,7.46%,-4.09%,-11.17%,4.43%,8.93%,,428.31,0.15,0.88,0.53%,3318
7634,"LXU",8.75%,-4.25%,34.70%,101.39%,499.27%,262.39%,5.55%,6.69%,2.00,290.43,0.04,9.50,0.53%,551
7635,"EWP",-1.05%,2.55%,-1.12%,-4.58%,15.23%,4.11%,0.79%,0.72%,,1068.58,0.28,28.30,0.53%,15150
7636,"NVTA",-24.49%,-21.37%,-23.11%,-23.28%,-53.58%,-50.90%,6.64%,4.76%,2.30,2722.67,0.60,20.64,0.54%,81917
7637,"GTH",-6.06%,-7.19%,-7.00%,-30.58%,20.20%,-6.93%,5.02%,5.23%,1.70,251.77,0.01,13.10,0.54%,100
7638,"LWLG",10.34%,41.25%,83.12%,822.14%,1821.13%,1288.17%,8.95%,7.96%,,542.58,0.00,12.98,0.54%,54
7639,"NUWE",-11.11%,-12.38%,-57.41%,-50.80%,-71.82%,-73.60%,12.39%,7.54%,,367.87,1.45,1.85,0.54%,26621
7640,"DLTR",-0.18%,12.90%,8.63%,1.20%,15.94%,2.88%,4.73%,2.81%,2.60,4156.35,0.00,111.75,0.54%,282
7641,"DIBS",-13.75%,0.21%,-16.50%,,,-48.70%,7.62%,8.37%,2.20,277.34,0.00,14.70,0.55%,65
7642,"SBNY",2.57%,9.44%,23.16%,33.85%,229.96%,138.92%,3.53%,3.28%,1.70,527.14,0.00,325.00,0.55%,86
7643,"SECO",-10.02%,-27.88%,-49.48%,-61.75%,-65.64%,-58.92%,6.62%,8.12%,,100.28,0.42,0.95,0.55%,2120
7644,"SLVO",2.44%,6.13%,0.74%,-15.11%,-15.11%,-17.17%,1.19%,0.99%,,538.71,0.25,5.48,0.55%,6788
7645,"DLPN",-2.97%,-16.03%,7.58%,30.95%,240.97%,217.35%,5.50%,5.90%,2.50,811.68,0.01,10.85,0.56%,383
7646,"DX",1.94%,1.25%,1.71%,-4.69%,5.86%,0.51%,1.00%,0.98%,2.20,476.88,0.01,17.99,0.56%,185
7647,"TMV",-7.87%,-18.85%,-12.41%,-33.34%,-6.16%,-1.33%,3.03%,2.65%,,403.74,2.31,53.59,0.56%,46676
7648,"HEPS",15.90%,-0.37%,-61.92%,,,-60.39%,6.93%,6.53%,2.20,771.50,0.03,5.35,0.56%,1000
7649,"HRTX",8.67%,17.85%,8.01%,-28.72%,-27.30%,-41.37%,6.37%,4.67%,1.80,1391.50,1.16,12.48,0.56%,80478
7650,"AFL",2.10%,3.30%,-1.18%,3.36%,35.65%,26.56%,1.99%,1.87%,2.70,2763.28,0.00,56.60,0.57%,324
7651,"EZPW",5.89%,-4.93%,25.76%,19.67%,55.10%,65.14%,2.66%,2.96%,2.00,396.79,0.00,7.95,0.57%,2
7652,"BAM",1.72%,9.27%,7.06%,38.27%,72.80%,49.90%,1.56%,1.56%,1.90,1777.55,0.00,61.78,0.57%,23
7653,"CURO",1.46%,-8.08%,4.44%,22.28%,107.39%,21.42%,4.21%,3.96%,1.60,149.75,0.00,17.50,0.57%,3
7654,"RAPT",5.02%,24.33%,15.75%,100.21%,19.48%,93.82%,5.47%,5.50%,1.90,265.77,0.00,38.50,0.57%,10
7655,"MAG",3.83%,29.93%,9.38%,9.78%,11.72%,1.75%,3.95%,3.89%,2.00,415.64,0.01,21.00,0.57%,111
7656,"XBIO",-2.26%,-11.73%,-46.60%,-1.14%,98.85%,-15.20%,4.61%,4.92%,2.00,1412.32,0.22,1.74,0.58%,15306
7657,"GLDI",1.77%,3.73%,1.71%,-3.79%,-14.48%,-11.23%,0.80%,0.65%,,132.31,0.31,8.67,0.58%,2078
7658,"XOMA",1.65%,-6.24%,-17.04%,-13.89%,-3.44%,-41.42%,3.56%,5.06%,2.50,24.30,0.01,26.00,0.58%,10
7659,"WWE",-8.09%,-2.56%,12.06%,7.54%,41.16%,18.19%,4.17%,2.42%,2.40,544.38,0.00,57.12,0.58%,11
7660,"PHCF",-10.88%,-2.27%,-51.82%,-53.01%,-35.09%,-27.12%,10.48%,20.62%,,685.05,0.08,1.73,0.58%,2803
7661,"YALA",28.70%,14.36%,-22.33%,-58.62%,-26.11%,-40.54%,10.54%,7.31%,2.30,1198.25,0.63,8.57,0.59%,37520
7662,"KDP",-0.53%,1.85%,3.23%,0.99%,29.03%,11.81%,1.60%,1.73%,2.20,5575.19,0.01,35.99,0.59%,4025
7663,"PCSA",-4.76%,-13.69%,18.02%,9.66%,63.31%,3.26%,10.51%,7.15%,1.70,60.19,0.00,6.85,0.59%,3
7664,"BXRX",-1.55%,-1.83%,-2.78%,-32.30%,-50.77%,-46.39%,3.61%,5.28%,1.50,3109.94,0.01,0.54,0.59%,1780
7665,"PAWZ",-0.32%,8.00%,1.64%,12.14%,32.02%,15.14%,1.10%,0.98%,,33.28,0.02,83.00,0.59%,38
7666,"ING",-1.62%,3.55%,10.56%,18.41%,83.11%,60.81%,1.66%,1.16%,2.30,3006.39,0.10,15.27,0.59%,15639
7667,"AUD",-5.37%,-4.83%,9.48%,-16.67%,88.20%,35.63%,7.60%,5.31%,2.60,537.54,0.04,3.37,0.60%,1032
7668,"CPER",0.15%,0.41%,-0.15%,-8.07%,37.44%,23.14%,1.66%,1.48%,,265.44,0.02,26.92,0.60%,277
7669,"HBP",19.12%,62.14%,34.46%,38.02%,128.77%,127.52%,7.21%,6.52%,,117.32,0.00,8.40,0.60%,16
7670,"UMPQ",4.28%,3.73%,6.58%,17.82%,56.38%,43.26%,3.07%,2.72%,2.20,1710.83,0.00,21.82,0.60%,4
7671,"CMMB",-0.70%,9.67%,-38.32%,-41.84%,-53.45%,-63.95%,4.85%,9.45%,1.50,155.78,0.61,10.04,0.60%,4790
7672,"SPAQ",0.10%,0.20%,1.12%,1.95%,,1.53%,0.36%,0.33%,,197.03,0.12,10.01,0.60%,1223
7673,"QSR",1.31%,-5.81%,-10.49%,-13.21%,0.02%,-4.94%,2.06%,1.94%,2.30,1364.33,0.02,58.44,0.60%,1026
7674,"VLCN",23.18%,60.88%,,,,37.48%,15.52%,17.24%,,1023.21,0.02,15.02,0.60%,914
7675,"INVO",-7.56%,-10.81%,-21.43%,-16.24%,-42.61%,9.63%,3.94%,6.55%,1.50,46.14,0.00,3.32,0.60%,1
7676,"NURO",1.35%,-12.51%,-40.04%,183.51%,394.01%,161.08%,5.58%,7.97%,2.00,2961.33,0.04,8.30,0.61%,5533
7677,"AEVA",1.23%,12.57%,-9.25%,5.78%,-18.38%,-43.33%,6.10%,4.94%,1.80,1184.42,0.03,8.29,0.61%,1763
7678,"MAIN",4.34%,9.90%,7.53%,19.87%,53.06%,41.72%,1.78%,1.16%,2.30,247.57,0.02,46.00,0.61%,210
7679,"AEG",-2.98%,-6.14%,7.24%,-1.41%,50.00%,23.80%,2.24%,1.46%,3.50,1548.38,0.06,4.92,0.61%,5005
7680,"PEI",-17.35%,-8.47%,-19.40%,-5.26%,269.86%,62.00%,8.76%,6.18%,3.00,489.27,0.04,1.63,0.62%,948
7681,"XP",3.29%,-8.40%,-29.71%,-18.15%,-21.23%,-14.49%,5.77%,5.15%,2.50,3377.89,0.06,34.13,0.62%,10629
7682,"SVFD",15.00%,33.94%,-13.90%,-61.67%,-74.44%,-6.50%,10.71%,9.32%,,22.87,0.95,8.10,0.62%,1088
7683,"BIOL",6.74%,-1.08%,-3.00%,-0.39%,118.02%,46.65%,4.56%,4.43%,1.70,4152.39,0.32,0.61,0.62%,65692
7684,"INDI",-6.21%,13.33%,29.44%,27.63%,26.75%,-2.87%,4.69%,4.37%,2.00,1031.66,0.02,12.92,0.62%,1157
7685,"VCLT",1.72%,4.84%,2.10%,8.07%,1.58%,-1.89%,0.75%,0.68%,,829.26,0.00,109.65,0.62%,112
7686,"ABEV",6.67%,18.52%,1.59%,-0.62%,23.47%,4.58%,2.78%,3.10%,3.00,25760.50,0.11,3.22,0.62%,138323
7687,"RELX",0.61%,8.27%,4.57%,23.58%,32.34%,27.94%,0.90%,0.81%,1.00,512.99,0.51,31.75,0.63%,13191
7688,"IEP",-1.18%,5.59%,-1.08%,0.00%,11.50%,13.68%,1.46%,1.72%,1.00,357.76,0.08,57.97,0.64%,1355
7689,"BGIO",0.43%,-0.59%,-1.55%,-4.03%,4.71%,-0.85%,0.73%,0.90%,,96.54,0.00,4.72,0.64%,4
7690,"SRTS",14.46%,20.05%,26.90%,38.99%,82.42%,20.98%,6.79%,4.45%,2.00,39.14,0.43,4.70,0.64%,841
7691,"TFX",-7.41%,-3.34%,-5.97%,-11.31%,-5.95%,-16.83%,3.71%,2.76%,2.00,272.72,0.00,344.52,0.64%,11
7692,"ATHA",8.77%,65.42%,56.72%,-13.89%,-30.34%,-54.74%,7.22%,6.49%,1.50,408.49,0.05,15.60,0.65%,1010
7693,"PLYM",7.54%,17.38%,25.09%,49.33%,116.33%,85.47%,3.53%,2.38%,1.40,205.74,0.00,28.00,0.65%,2
7694,"BNED",7.11%,-3.60%,37.53%,62.37%,286.28%,130.11%,5.15%,5.46%,2.00,418.30,0.00,10.77,0.65%,20
7695,"TNL",4.82%,7.54%,9.68%,-4.78%,35.39%,29.36%,3.01%,3.08%,1.70,626.50,0.00,58.41,0.65%,9
7696,"MBT",1.33%,-3.88%,6.26%,6.39%,9.44%,2.35%,2.02%,1.70%,1.90,2378.36,0.07,9.22,0.66%,8624
7697,"BZUN",-4.56%,-11.85%,-28.63%,-47.41%,-58.83%,-51.30%,4.45%,5.20%,2.10,1004.83,0.60,16.84,0.66%,30194
7698,"TCOM",5.12%,-3.92%,23.97%,-15.83%,-16.84%,-9.84%,3.01%,3.24%,2.10,4714.86,0.00,30.61,0.66%,1088
7699,"FRSX",-5.30%,9.35%,-13.39%,-8.98%,238.53%,-25.49%,6.15%,7.60%,2.00,1523.17,0.31,3.06,0.66%,23920
7700,"ALXO",-30.45%,-33.13%,-37.67%,-25.15%,-12.15%,-52.52%,14.98%,7.22%,1.90,246.07,0.05,41.20,0.66%,618
7701,"TX",-12.16%,-4.25%,-27.51%,4.49%,82.97%,40.06%,6.11%,3.74%,2.10,814.50,0.09,41.00,0.66%,3633
7702,"JAN",-4.29%,1.69%,-11.45%,2.20%,55.21%,23.31%,6.64%,4.33%,,188.89,0.13,6.07,0.66%,1273
7703,"MCHI",-0.83%,-1.84%,-6.86%,-13.13%,-17.42%,-16.31%,1.27%,1.34%,,4326.00,0.04,68.21,0.66%,9192
7704,"NICE",0.72%,8.16%,10.01%,29.70%,20.38%,1.57%,2.68%,1.83%,1.50,181.14,0.21,289.90,0.67%,1893
7705,"CQQQ",-0.06%,1.61%,-3.46%,-9.12%,-15.50%,-16.51%,1.57%,1.79%,,256.21,0.00,69.20,0.67%,56
7706,"BVN",0.13%,-1.84%,0.95%,-34.53%,-42.14%,-38.72%,4.96%,5.30%,2.80,1329.21,0.12,7.52,0.67%,8178
7707,"AMJ",0.10%,1.25%,6.25%,4.87%,55.83%,39.45%,1.70%,1.88%,,547.25,0.00,19.50,0.67%,60
7708,"CJJD",-5.02%,4.74%,-15.54%,-30.36%,-38.25%,-35.19%,4.20%,8.53%,,613.86,0.47,0.66,0.67%,14357
7709,"SDS",-2.37%,-13.70%,-11.34%,-27.16%,-46.89%,-40.03%,1.46%,1.45%,,19346.52,0.26,7.48,0.67%,248978
7710,"FLEX",0.91%,-4.46%,-2.26%,6.22%,16.00%,-1.22%,2.33%,2.48%,1.80,3300.91,0.07,17.88,0.68%,12344
7711,"TDTT",0.63%,0.86%,0.15%,-0.45%,3.33%,1.65%,0.21%,0.21%,,265.76,0.00,26.70,0.68%,2
7712,"WRK",2.72%,-5.43%,-7.13%,-17.13%,20.03%,11.23%,2.95%,3.01%,2.10,1636.76,0.30,48.75,0.68%,24560
7713,"PSQ",-1.61%,-9.47%,-8.10%,-21.09%,-30.20%,-23.66%,1.13%,1.06%,,5179.96,0.33,11.07,0.68%,85057
7714,"LABD",4.90%,-13.57%,-16.93%,-27.77%,-55.79%,-24.65%,7.08%,6.47%,,2532.25,0.07,19.17,0.68%,9244
7715,"MCBS",10.77%,22.76%,21.57%,63.17%,81.39%,82.52%,3.16%,2.50%,3.00,26.73,0.14,26.50,0.68%,190
7716,"CUBI",6.96%,36.62%,48.61%,79.71%,302.34%,229.76%,4.49%,3.53%,2.10,248.46,0.01,60.36,0.68%,83
7717,"EUM",-0.72%,-1.20%,1.06%,-1.04%,-11.49%,-3.80%,0.77%,0.74%,,207.77,0.01,12.48,0.69%,91
7718,"RIV",1.27%,1.27%,-6.42%,2.16%,21.87%,8.70%,1.35%,1.28%,,133.77,0.01,17.62,0.69%,86
7719,"CMCSA",2.11%,2.93%,-9.04%,-5.07%,13.93%,2.58%,1.72%,2.15%,1.90,16388.36,0.03,54.12,0.69%,24104
7720,"CLVT",-1.57%,12.39%,0.17%,-16.92%,-23.37%,-21.84%,3.09%,2.81%,1.40,3709.89,0.02,23.38,0.69%,4070
7721,"OMP",0.62%,9.80%,13.97%,14.62%,158.42%,122.51%,3.13%,3.33%,3.20,249.67,0.00,26.28,0.69%,4
7722,"OMER",4.32%,1.26%,-52.71%,-59.38%,-34.03%,-49.25%,6.79%,7.63%,2.00,1139.92,0.03,7.30,0.69%,1827
7723,"SGLB",-5.88%,-13.25%,-15.79%,-10.56%,26.87%,-14.79%,4.64%,5.97%,2.00,123.27,1.20,2.90,0.69%,7400
